Rank_year,Rank_yearPrev,Company,Notes,Country,ArmsRevenue_year,ArmsRevenue_yearPrev,TotalRevenue_year,ArmsRevenue_pctTotRevenue_year,ArmsRevenue_yearPrev_constant2022Prices,Year
38,40,Sandia National Laboratories,United States,3340,3200,3811,0.8764103909734978,3825.102026190876,3731.181710657216,2019
39,44,Science Applications International Corp.,United States,3320,2800,6379,0.5204577519987459,3802.197223638835,3264.783996825064,2019
40,34,Textron,United States,3310,3500,13630,0.24284666177549524,3790.7448223628144,4080.9799960313303,2019
41,36,CSSC,China,3310,3460,16525,0.20030257186081693,3590.990110318188,3699.4432267788197,2019
42,41,Babcock International Group,United Kingdom,3240,3180,6222,0.5207328833172613,3538.082835086017,3377.935648078027,2019
43,38,Saab,Sweden,3190,3240,3748,0.8511205976520811,3283.9062998309123,3121.571055968095,2019
44,49,KBR,United States,3180,2600,5639,0.5639297747827628,3641.8636057745466,3031.5851399089884,2019
45,50,Perspecta,United States,3110,2590,4504,0.6904973357015985,3561.696796842403,3019.9251970631844,2019
46,45,AECOM,United States,3090,2770,13642,0.22650637736402288,3538.7919942903613,3229.804168287653,2019
47,47,Israel Aerospace Industries,Israel,3080,2650,4108,0.7497565725413826,3447.573688983353,3013.6089718842554,2019
48,43,Hindustan Aeronautics,India,2930,2830,3089,0.9485270314017481,3146.7818907996348,3062.241809194204,2019
49,46,General Atomics,United States,2880,2750,. .,. .,3298.291567493929,3206.4842825960454,2019
50,53,Hanwha Aerospace,South Korea,2730,2320,4516,0.604517271922055,2678.9335678136304,2157.3723935580892,2019
51,56,Bechtel Corp.,United States,2670,2000,21800,0.12247706422018349,3057.7911406974968,2331.98856916076,2019
52,51,Rafael,Israel,2670,2540,2724,0.9801762114537445,2988.643425190114,2888.515769277739,2019
53,55,Kawasaki Heavy Industries,Japan,2360,2260,15056,0.1567481402763018,1992.8365596021924,1941.333270765609,2019
54,54,CEA,France,2230,2300,5562,0.4009349154980223,2263.777098584631,2239.2153414397053,2019
55,59,ASELSAN,Türkiye,2170,1740,2291,0.947184635530336,1731.1909694355923,1358.2238770493923,2019
56,57,Fincantieri,Italy,2130,1900,6548,0.3252901649358583,2213.695639374567,1884.4779046912408,2019
57,58,Oshkosh Corp.,United States,2030,1850,8382,0.24218563588642328,2324.837459032179,2157.089426473703,2019
58,61,ThyssenKrupp,Germany,2020,1650,47018,0.042962269769024626,2133.558457154879,1676.962049685123,2019
59,71,TransDigm Group,United States,1930,1330,5223,0.3695194332758951,2210.313446271973,1550.7723984919055,2019
60,60,Indian Ordnance Factories,India,1900,1650,1936,0.981404958677686,2040.5752875492512,1785.4060018270095,2019
61,52,Fluor Corp.,United States,1810,2390,17317,0.10452156840099325,2072.884630959726,2786.7263401471087,2019
62,63,Cobham,United Kingdom,1800,1590,2628,0.684931506849315,1965.601575047787,1688.9678240390135,2019
63,68,ManTech International Corp.,United States,1710,1430,2223,0.7692307692307693,1958.3606181995203,1667.3718269499436,2019
64,65,ST Engineering,Singapore,1690,1540,5768,0.29299583911234395,1802.1805756586166,1633.2041814036181,2019
65,69,Jacobs Engineering Group,United States,1680,1370,12738,0.131888836552049,1924.0034143714586,1597.4121698751208,2019
66,77,PGZ,Poland,1660,1250,1845,0.8997289972899729,1765.8308205759654,1280.0296341085757,2019
67,83,Sierra Nevada Corp.,United States,1590,1100,1989,0.799396681749623,1820.9318028872733,1282.5937130384182,2019
68,66,Parker-Hannifin Corp.,United States,1510,1470,13696,0.11025116822429906,1729.3125926791088,1714.0115983331589,2019
69,62,Korea Aerospace Industries,South Korea,1500,1620,2667,0.562429696287964,1471.94152077672,1506.4410679155624,2019
70,76,Serco Group,United Kingdom,1490,1260,4653,0.3202235117128734,1627.081303789557,1338.4273322573315,2019
71,67,Krauss-Maffei Wegmann,Germany,1490,1440,1567,0.9508615188257817,1573.7634164162225,1463.5305160888345,2019
72,86,BWX Technologies,United States,1480,1070,1895,0.7810026385224275,1694.955388851047,1247.6138845010066,2019
73,81,Bharat Electronics,India,1470,1170,1791,0.8207705192629816,1578.7608803670523,1266.0151649318793,2019
74,73,United Launch Alliance,United States,1430,1320,1900,0.7526315789473684,1637.693382470944,1539.1124556461018,2019
75,89,NCSIST,Taiwan,1390,1020,1459,0.9527073337902673,1508.930432617457,1086.4647067351139,2019
76,93,Parsons Corp.,United States,1350,990,3955,0.3413400758533502,1546.0741722627793,1154.3343417345764,2019
77,85,Turkish Aerospace Industries,Türkiye,1330,1070,1543,0.8619572261827608,1061.0525296540727,835.2296255418677,2019
78,78,Vectrus,United States,1320,1230,1383,0.9544468546637744,1511.7169684347175,1434.1729700338676,2019
79,74,UkrOboronProm,Ukraine,1310,1300,1382,0.9479015918958031,1405.2266066648233,1586.6290247108373,2019
80,64,DynCorp International,United States,1280,1560,. .,. .,1465.9073633306352,1818.951083945393,2019
81,70,LIG Nex1,South Korea,1250,1340,1246,1.0032102728731942,1226.6179339806,1246.0685376585516,2019
82,79,Aerojet Rocketdyne,United States,1230,1220,1982,0.62058526740666,1408.6453569505322,1422.5130271880637,2019
83,84,Nexter,France,1170,1080,1232,0.9496753246753247,1187.7216167461966,1051.4576385890791,2019
84,82,Austal,Australia,1160,1140,1449,0.800552104899931,1278.2983493055071,1188.4454162970999,2019
85,80,Hensoldt,Germany,1150,1200,1247,0.9222133119486768,1214.6496166970844,1219.6087634073622,2019
86,97,Moog,United States,1090,920,2905,0.37521514629948366,1248.311739086244,1072.7147418139498,2019
87,92,Pacific Architects and Engineers,United States,1080,990,2764,0.3907380607814761,1236.8593378102235,1154.3343417345764,2019
88,95,Curtiss-Wright Corp.,United States,1080,970,2488,0.4340836012861736,1236.8593378102235,1131.0144560429687,2019
89,94,Meggitt,United Kingdom,1050,970,2907,0.36119711042311664,1146.600918777876,1030.3765970552472,2019
90,75,Fujitsu,Japan,1050,1270,35387,0.02967191341453076,886.643384568772,1090.9262185275768,2019
91,90,Precision Castparts Corp.,United States,1030,1020,10300,0.1,1179.5973314301204,1189.3141702719877,2019
92,72,Melrose Industries,United Kingdom,1030,1320,14006,0.07353991146651435,1124.7609012773448,1402.161967126728,2019
93,99,QinetiQ,United Kingdom,1030,910,1370,0.7518248175182481,1124.7609012773448,966.6419621858505,2019
94,102,ViaSat,United States,1020,860,2309,0.4417496751840624,1168.1449301541,1002.7550847391269,2019
95,-,Hyundai Heavy Industries,South Korea,1010,470,4681,0.21576586199530015,991.1072906563247,437.0538900742681,2019
96,91,CAE,Canada,1000,1010,2730,0.3663003663003663,1135.0838579292024,1141.5473424506854,2019
97,110,Hanwha Corp.,South Korea,990,770,3813,0.25963808025177026,971.4814037126351,716.0244582067796,2019
98,106,Amphenol Corp.,United States,990,820,8225,0.12036474164133738,1133.7877263260382,956.1153133559117,2019
99,101,Teledyne Technologies,United States,970,880,3164,0.3065739570164349,1110.882923773997,1026.0749704307345,2019
100,96,The Aerospace Corp.,United States,950,970,1100,0.8636363636363636,1087.9781212219557,1131.0144560429687,2019
1,1,Lockheed Martin Corp.,United States,47260,43880,53762,0.8790595587961757,55104.889889268765,52413.54835367556,2018
2,2,Boeing,United States,32120,29450,101127,0.3176204178903755,37451.73642072181,35177.278920140045,2018
3,3,Northrop Grumman Corp.,United States,26190,22370,30095,0.8702442266157169,30537.390313160155,26720.398283311806,2018
4,6,General Dynamics Corp.,United States,24380,20790,36193,0.6736109192385268,28426.940658069667,24833.128310686297,2018
5,5,Raytheon,United States,23440,22040,27058,0.8662872348288861,27330.90603056411,26326.221643459645,2018
6,4,BAE Systems,United Kingdom,22590,22270,23799,0.9491995461994202,23996.09002832787,25173.810875057785,2018
7,7,Rostec,Russia,18340,19400,26184,0.7004277421326001,21587.51002089766,21848.382408903595,2018
8,9,AVIC,China,16580,14970,66322,0.24999246102349146,17727.389797685788,16707.269639393522,2018
9,10,CASC,China,15010,13700,37513,0.40012795564204406,16048.740703453781,15289.886042731547,2018
10,8,NORINCO,China,14880,17190,68701,0.21659073375933394,15909.744281638392,19184.9008083617,2018
11,11,CETC,China,13860,12170,33316,0.4160163284908152,14819.156972009954,13582.329426280505,2018
12,12,CASIC,China,11770,10530,37432,0.3144368454798034,12584.522190516389,11752.007301457166,2018
13,13,Airbus,Trans-European,11650,9980,75195,0.1549305139969413,11592.384926119907,10633.85334939532,2018
14,15,Leonardo,Italy,9820,8820,14447,0.6797258946494081,9739.775275825255,9307.267862263134,2018
15,16,Almaz-Antey,Russia,9640,8570,9872,0.9764991896272285,11346.97909495384,9651.579239397104,2018
16,14,Thales,France,9440,8960,18767,0.5030106037192945,9190.518618778617,9346.384288715612,2018
17,17,United Technologies Corp.,United States,9310,7780,66501,0.13999789476849972,10855.40678944334,9293.012903181309,2018
18,18,L3 Technologies,United States,8250,7750,10244,0.8053494728621632,9619.452847788136,9257.178663194747,2018
19,19,Huntington Ingalls Industries,United States,7200,6470,8176,0.8806262230919765,8395.158848978737,7728.251090434841,2018
20,20,CSIC,China,6920,6170,46118,0.1500498720673056,7398.8864535576395,6886.028969609755,2018
21,24,Honeywell International,United States,5430,4460,41802,0.1298980910004306,6331.348965271464,5327.3570113353,2018
22,27,Leidos,United States,5000,4380,10194,0.4904845987835982,5829.971422901901,5231.799038037806,2018
23,25,Harris Corp.,United States,4970,4450,6801,0.7307748860461697,5794.991594364489,5315.412264673113,2018
24,21,United Shipbuilding Corp.,Russia,4700,4980,5565,0.8445642407906558,5532.240845050109,5608.502288471129,2018
25,28,Booz Allen Hamilton,United States,4680,4320,6704,0.698090692124105,5456.853251836179,5160.130558064685,2018
26,26,Rolls-Royce,United Kingdom,4680,4420,20089,0.23296331325601075,4971.301519812945,4996.328875965667,2018
27,29,Naval Group,France,4220,4110,4259,0.9908429208734445,4108.473365598068,4287.236543149684,2018
28,22,CSGC,China,4210,4630,33888,0.12423276676109538,4501.3456603291415,5167.311852397595,2018
29,31,General Electric,United States,4100,3990,97012,0.042262812847895105,4780.576566779559,4765.953918212522,2018
30,34,Rheinmetall,Germany,3800,3410,7257,0.5236323549676175,3862.0944174566466,3708.9927601407717,2018
31,35,MBDA,Trans-European,3780,3380,3777,1.0007942811755361,3761.3060103633693,3601.4453227411004,2018
32,33,Mitsubishi Heavy Industries,Japan,3620,3570,36947,0.09797818496765637,3109.569221314825,3144.975371105911,2018
33,32,Tactical Missiles Corp.,Russia,3580,3600,3655,0.9794801641586868,4213.91962239987,4054.339003714069,2018
34,30,Textron,United States,3500,4100,13972,0.250501002004008,4080.9799960313303,4897.346131496576,2018
35,40,CACI International,United States,3490,2980,4986,0.6999598876855194,4069.320053185527,3559.534505331658,2018
36,23,CSSC,China,3460,4520,17292,0.20009252833680313,3699.4432267788197,5044.546344025299,2018
37,39,Elbit Systems,Israel,3320,3040,3684,0.9011943539630836,3775.540296851218,3511.404962363764,2018
38,38,Saab,Sweden,3240,3080,3814,0.8495018353434715,3121.571055968095,2979.7957148141086,2018
39,41,Safran,France,3240,2900,24846,0.13040328423086212,3154.372915767237,3025.0574148744727,2018
40,44,Sandia National Laboratories,United States,3200,2710,3643,0.8783969256107603,3731.181710657216,3237.0263454526153,2018
41,36,Babcock International Group,United Kingdom,3180,3230,6881,0.46214213050428715,3377.935648078027,3651.163409359526,2018
42,55,Dassault Aviation Groupe,France,2930,2100,6001,0.48825195800699883,2852.565630616668,2190.5588176677215,2018
43,42,Hindustan Aeronautics,India,2830,2820,2982,0.9490274983232729,3062.241809194204,3025.162617243728,2018
44,43,Science Applications International Corp.,United States,2800,2760,4659,0.6009873363382701,3264.783996825064,3296.750078763549,2018
45,56,AECOM,United States,2770,2070,20156,0.13742806112323874,3229.804168287653,2472.5625590726618,2018
46,50,General Atomics,United States,2750,2220,. .,. .,3206.4842825960454,2651.733759005463,2018
47,46,Israel Aerospace Industries,Israel,2650,2460,3682,0.7197175448126019,3013.6089718842554,2841.4658577022565,2018
48,48,Rockwell Collins,United States,2630,2300,8665,0.3035199076745528,3066.5649684463997,2747.2917323029574,2018
49,61,KBR,United States,2600,1750,4913,0.5292082230816202,3031.5851399089884,2090.330665882685,2018
50,-,Perspecta,United States,2590,. .,4030,0.6426799007444168,3019.9251970631844,. .,2018
51,51,Rafael,Israel,2540,2200,2595,0.9788053949903661,2888.515769277739,2541.1483280264083,2018
52,57,Fluor Corp.,United States,2390,2070,18851,0.1267837250013262,2786.7263401471087,2472.5625590726618,2018
53,54,Hanwha Aerospace,South Korea,2320,2120,4047,0.5732641462811959,2157.3723935580892,2063.00977212305,2018
54,52,CEA,France,2300,2160,6226,0.369418567298426,2239.2153414397053,2253.1462124582276,2018
55,53,Kawasaki Heavy Industries,Japan,2260,2140,14456,0.1563364692861096,1941.333270765609,1885.2233316993418,2018
56,37,Bechtel Corp.,United States,2000,3150,25500,0.0784313725490196,2331.98856916076,3762.5951985888332,2018
57,64,Fincantieri,Italy,1900,1650,6461,0.29407212505804053,1884.4779046912408,1741.1555524641917,2018
58,60,Oshkosh Corp.,United States,1850,1840,7705,0.24010382868267358,2157.089426473703,2197.833385842366,2018
59,68,ASELSAN,Türkiye,1740,1440,1866,0.932475884244373,1358.2238770493923,976.3094212086725,2018
60,49,Indian Ordnance Factories,India,1650,2260,1682,0.9809750297265161,1785.4060018270095,2424.4211045995835,2018
61,59,ThyssenKrupp,Germany,1650,1910,50400,0.03273809523809524,1676.962049685123,2077.4710181433647,2018
62,100,Korea Aerospace Industries,South Korea,1620,860,2532,0.6398104265402843,1506.4410679155624,836.8813226536901,2018
63,65,Cobham,United Kingdom,1590,1580,2484,0.6400966183574879,1688.9678240390135,1786.0180144854648,2018
64,69,DynCorp International,United States,1560,1420,2148,0.7262569832402235,1818.951083945393,1696.1540260305217,2018
65,62,ST Engineering,Singapore,1540,1670,4965,0.31017119838872104,1633.2041814036181,1825.1977391095156,2018
66,-,Parker-Hannifin Corp,United States,1470,. .,14320,0.1026536312849162,1714.0115983331589,. .,2018
67,63,Krauss-Maffei Wegmann,Germany,1440,1650,1514,0.9511228533685601,1463.5305160888345,1794.6739161971477,2018
68,71,ManTech International Corp.,United States,1430,1360,1959,0.7299642674834099,1667.3718269499436,1624.4855460574008,2018
69,93,Jacobs Engineering Group,United States,1370,900,14985,0.09142475809142475,1597.4121698751208,1075.0271995968094,2018
70,66,LIG Nex1,South Korea,1340,1550,1343,0.9977661950856291,1246.0685376585516,1508.3326164107204,2018
71,78,TransDigm Group,United States,1330,1190,3811,0.3489897664654946,1550.7723984919055,1421.4248528002258,2018
72,-,Melrose Industries,United Kingdom,1320,. .,16329,0.08083777328679037,1402.161967126728,. .,2018
73,58,United Launch Alliance,United States,1320,1950,1800,0.7333333333333333,1539.1124556461018,2329.2255991264205,2018
74,87,UkrOboronProm,Ukraine,1300,1020,1378,0.9433962264150944,1586.6290247108373,1343.856650327546,2018
75,83,Fujitsu,Japan,1270,1120,35806,0.03546891582416355,1090.9262185275768,986.6589399547956,2018
76,75,Serco Group,United Kingdom,1260,1250,4283,0.2941863180014009,1338.4273322573315,1412.9889355106525,2018
77,79,PGZ,Poland,1250,1180,1385,0.9025270758122743,1280.0296341085757,1301.3427129763215,2018
78,84,Vectrus,United States,1230,1120,1279,0.9616888193901486,1434.1729700338676,1337.8116261649184,2018
79,77,Aerojet Rocketdyne,United States,1220,1220,1896,0.6434599156118144,1422.5130271880637,1457.2590927867861,2018
80,82,Hensoldt,Germany,1200,1120,1298,0.9244992295839753,1219.6087634073622,1218.2029006913972,2018
81,72,Bharat Electronics,India,1170,1310,1725,0.6782608695652174,1266.0151649318793,1405.3060385068384,2018
82,85,Austal,Australia,1140,1030,1382,0.8248914616497829,1188.4454162970999,1066.2176488882862,2018
83,86,Sierra Nevada Corp.,United States,1100,1020,1690,0.650887573964497,1282.5937130384182,1218.3641595430506,2018
84,89,Nexter,France,1080,960,1135,0.9515418502202643,1051.4576385890791,1001.3983166481013,2018
85,76,Turkish Aerospace Industries,Türkiye,1070,1240,1248,0.8573717948717948,835.2296255418677,840.7108904852457,2018
86,73,Engility,United States,1070,1300,1605,0.6666666666666666,1247.6138845010066,1552.8170660842802,2018
87,74,BWX Technologies,United States,1070,1300,1800,0.5944444444444444,1247.6138845010066,1552.8170660842802,2018
88,67,IHI Corp.,Japan,1040,1470,13439,0.07738671032070839,893.3569033611652,1294.9898586906693,2018
89,102,NCSIST,Taiwan,1020,840,1078,0.9461966604823747,1086.4647067351139,916.6318746094063,2018
90,91,Precision Castparts Corp.,United States,1020,950,10200,0.1,1189.3141702719877,1134.7509329077434,2018
91,104,CAE,Canada,1010,840,2546,0.396700706991359,1141.5473424506854,973.4958956857492,2018
92,81,Pacific Architects and Engineers,United States,990,1130,2609,0.3794557301648141,1154.3343417345764,1349.7563728271052,2018
93,106,Parsons Corp.,United States,990,830,3561,0.2780117944397641,1154.3343417345764,991.413972961502,2018
94,96,Meggitt,United Kingdom,970,880,2775,0.34954954954954953,1030.3765970552472,994.7442105994994,2018
95,94,Curtiss-Wright Corp.,United States,970,890,2412,0.4021558872305141,1131.0144560429687,1063.0824529346226,2018
96,95,The Aerospace Corp.,United States,970,890,1054,0.920303605313093,1131.0144560429687,1063.0824529346226,2018
97,99,Moog,United States,920,860,2709,0.33960871170173496,1072.7147418139498,1027.2482129480622,2018
98,118,Navantia,Spain,910,680,1307,0.6962509563886764,913.226038120226,729.9009444514143,2018
99,107,QinetiQ,United Kingdom,910,820,1215,0.7489711934156379,966.6419621858505,926.9207416949881,2018
100,98,RUAG,Switzerland,900,870,2043,0.44052863436123346,950.1634745757086,933.3899137250675,2018
1,1,Lockheed Martin Corp.,United States,43880,40630,49960,0.8783026421136909,52413.54835367556,49565.28014606156,2017
2,2,Boeing,United States,29450,29510,93392,0.3153375021415111,35177.278920140045,35999.788754867746,2017
